"NOM du produit";"Gencod EAN Article";"Gencod EAN Colis";"Gencod EAN Palette";"Code Article Arcadia";PCB;"Listes des ingrédients";"Listes des allergènes";"Origines matières premières";DLC;"Code Douane";"Conseils de réchauffage";"Energie (kcal)";"Energie (kJ)";"Matières grasses (g)";"Acides gras saturés (g)";"Glucides (g)";"Sucres (g)";"Protéines (g)";"Sel (g)"
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;13366760031567;23366760031564;79985;1;;"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;13366760031567;23366760031564;79985;1;"Emmental 36% (lait de vache pasteurisé, ferments lactiques, coagulant, sel), purée de pomme de terre (flocons de pomme de terre, eau, émulsifiant : E471), crème (stabilisant : E470), oignon, huile de tournesol, protéine et amidon de blé (dont sulfites), farine de blé, œuf entier poudre, poudres à lever : E450 et E500 (dont blé), blanc d'œuf poudre, sel, poivre blanc.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;13366760031567;23366760031564;79985;1;"Galette (eau, farine de blé, huile de tournesol, blanc d'œuf poudre, sel, curcuma, émulsifiant : lécithine de colza), viande de cuisse de poulet 29.1%, oignon (dont huile de tournesol), peau de poulet rôtie au miel 12.7%, protéine de soja, coriandre, sel, poivre blanc.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;13366760031567;23366760031564;79985;1;"Pulpe de morue 35%, oignon, farine de blé, huile de tournesol, eau, fécule de manioc, protéine et amidon de blé, persil, blanc d'œuf poudre, ail, poudres à lever : E450 et E500 (dont blé), sel, poivron rouge, piment.";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU BRESILIEN AUC.FR 1X560G";3366760031560;13366760031567;23366760031564;79985;1;"Eau, concentré de tomate 18.5%, tomate pelée concassée 10%, oignon, poivron vert, vinaigre d'alcool, sucre, amidon transformé de pomme de terre, sel, coriandre, jus concentré de citron, cumin, piment conservateur E202 sorbate de potassium";"Gluten - Oeuf - Poisson - Lait - Sulfites - Soja

Traces possibles de moutarde";"Emmental => UE
Crème => UE
Oeuf => UE des 15
Poulet => Europe";17;1602909900;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;13366760031536;23366760031533;79986;1;;"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;13366760031536;23366760031533;79986;1;"Oignon 26.8%, eau, pomme de terre 19.7%, œuf entier poudre, fécule de manioc, huile de tournesol, protéine et amidon de blé (dont sulfites), sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;13366760031536;23366760031533;79986;1;"Purée de pomme de terre 22.4% (pomme de terre, eau, émulsifiant : E471), emmental 21% (lait de vache pasteurisé, ferments lactiques, coagulant, sel), crème (stabilisant : E407), oignon, poivron rouge, huile de tournesol, protéine et amidon de blé (dont sulfites), olive verte 5.5%, farine de blé, olive noire 5%, oeuf entier poudre, poudres à lever : E450 et E500 (dont blé), blanc d\'oeuf poudre, sel, poivre.";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;13366760031536;23366760031533;79986;1;"Pomme de terre 35.4%, oignon, coulis de tomate (tomate, huile de tournesol, oignon, sucre, sel, basilic), vin blanc 6% (dont sulfites), protéine et amidon de blé (dont sulfites), moutarde de Dijon 5.5% (eau, graines de moutarde, vinaigre, sel, acidifiant E330 , conservateur E224 sulfites), concentré de tomate, huile d\'olive, oignon déhsydraté, sucre, sel, persil, paprika, piment, Herbes de Provence. Huile de tournesol";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"2 PLATEAU ESPAGNOL AUC.FR 1X560G";3366760031539;13366760031536;23366760031533;79986;1;"Eau, concentré de tomate 18.5%, tomate pelée concassée 10%, oignon, poivron vert, vinaigre d\'alcool, sucre, amidon transformé de pomme de terre, sel, coriandre, jus concentré de citron, cumin, piment conservateur E202 sorbate de potassium";"Oeuf - Gluten - Sulfites - Lait - Moutarde";"Oeuf => UE des 15
Emmental => Europe
Crème => Europe";17;;"AU FOUR TRADITIONNEL
Préchauffer votre four à 200°C pendant 10 min.
Mettre les produits dans un plat allant au four et les laisser réchauffer pendant 8 à 10 min, selon la puissance de votre four.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"4 BEIGNET ANANAS 45G FE 6X180G";3366760031577;13366760031574;23366760031571;79987;6;"Ingrédients : ananas 49%, farine de BLE, jus d'ananas (eau, sucre, acidifiant : acide citrique, antioxygène : acide ascorbique), eau, huile de tournesol, sucre, LAIT entier en poudre, rhum (colorant : caramel ordinaire), amidon transformé de pomme de terre, poudres à lever : E450- E500, amidon de BLE.";"Blé, lait";"Ananas : Asie 
";14;2106909855;"Au four : préchauffer le four 5 minutes à 180°C (th 6) et réchauffer les beignets 10 minutes.";194;819;5.2;0.5;33.0;16.0;3.0;0.28
"ROUL.PRINT CRABE FECAS 4X200G";3366760030655;03366760030655;33366760030656;79990;4;"Ingrédients : Rouleaux de printemps (2x80g) : Galette 31,3% (tapioca, riz, eau, sel), chair de CRABE 23,5%, eau, carottes (carotte, eau, vinaigre d'alcool, sel), salade, germes de haricot mungo (germes de haricot mungo, eau, sucre, sel, acidifiant : acide tartrique, antioxydants : acide ascorbique, DISULFITE de sodium), vermicelle de pois réhydraté, gingembre, ciboulette, arôme naturel, jus de citron concentré, citronnelle, huile de SESAME, amidon transformé de pomme de terre, épaississant : gomme xanthane, sel.
Sauce au soja (2x20g) : eau, sauce SOJA 35% (grains de SOJA, sel, farine de BLE), sucre, citron concentré, épaississants : gomme de guar, gomme xanthane.
Traces possibles de poisson, mollusque, lait, oeuf.";"Soja, blé, sulfites, Scrustacés, sésame.";"Chair de crabe : Corée du sud, Ecosse
";8;1605100098;"Les rouleaux de printemps se dégustent frais, trempés dans la sauce soja.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ROUILLE SETOISE AUC.FR 1X1KG";3366760031584;13366760031581;23366760031588;79991;1;;;;14;2005208000;"Au four à  micro-ondes : 
Servir une portion dans une assiette et réchauffer 2min à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PLT ROTI RIZ LEG FECAS 4X300G";3366760029277;03366760029277;33366760029278;79992;4;"Ingrédients : Riz cuit 30% (eau, riz), haut de cuisse de poulet 30%, jus 13% (eau, préparation aromatique (arôme naturel, colorants : caramel, curcumine, extrait de paprika), farine de BLÉ, ail en poudre, gélatine de porc, colorant : caramel ordinaire, épaississant : gomme xanthane), courgettes grillées 6%, poivrons rouges 4%, carottes 4%, girolles 3%, oignons préfrits (dont huile de tournesol), oignons grelots, huile de tournesol, gélatine de porc, sel, huile d’olive vierge extra, amidon transformé, basilic, persil, poivre.";Blé.;"Poulet : Europe.";14;1602323090;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850 W.
";122;513;4.5;1.0;12.0;1.4;8.1;1.00
"PLT ROTI RIZ LEG FECAS 4X300G";3366760029277;03366760029277;33366760029278;79992;4;;Blé.;"Poulet : Europe.";14;1602323090;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850 W.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"PAUP VEAU SCE TOMATE FECAS 4X300G";3366760028812;03366760028812;33366760028813;79993;4;"Ingrédients : Pomme de terre 38%, paupiettes de veau 30% [viande et gras de veau 9,9%, viande de volaille 9,3%, protéines de SOJA réhydratées, eau, oignons, chapelure (farine de BLÉ, sel, levure), sel, sucre, épices et plantes aromatiques, arômes, antioxydant : ascorbate de sodium], concassé de tomate à la purée de tomate 12% (tomate pelée concassée, purée de tomate), eau, BEURRE, tomate cerise, LAIT demi-écrémé, oignon préfrit (contient huile de tournesol), double concentré de tomate 1%, ciboulette, sel, vin blanc, huile d’olive, pulpe d’ail, sucre, gélatine de porc, amidon transformé, persil, épaississant : gomme xanthane, curcuma.";"Lait, blé, soja. ";"Paupiette : viandes : UE
Pomme de terre : UE";14;1602509500;"Au four à micro-ondes : Décoler l'opercule de la barquette sur 1/2cm. Réchauffer 2min30 à 850W.";149;621;8.4;4.2;11.0;1.4;6.3;1.10
"LANGUE BOEUF SCE PIQ FECAS 4X300G";3366760029260;03366760029260;33366760029261;79994;4;"Ingrédients : Purée de pommes de terre 51,7% [eau, purée de pommes de terre déshydratée 7% (flocons de pommes de terre, poudre de lait entier, émulsifiant : mono et diglycérides d'acides gras, stabilisant : diphosphate disodique, antioxydant : anhydride sulfureux et palmitate d'ascorbyle, oléorésine de curcuma), crème fraîche 3%, lait entier en poudre, gélatine de porc, sel, pulpe d'ail, poivre, curcuma], langue de bœuf cuite 26,7%, sauce 18,3% [eau, préparation pour sauce aromatisée (tomate, poivron, arômes naturels, sel, maltodextrine, amidon, sucre, épice et aromates (oignon, ail, persil, piment), graisse de poulet, jus de citron déshydraté, épaississant : gomme xanthane), gélatine de porc, épaississant : gomme xanthane], cornichon 3,3% (cornichon, vinaigre d’alcool, sel, affermissant : chlorure de calcium, conservateur : disulfite de potassium).
";"Lait ";"Langue de boeuf : Brésil, Uruguay, Argentine";14;1602509500;"Au four à  micro-ondes : Percer l’opercule de quelques trous et faites réchauffer 2min30 à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"LANGUE BOEUF SCE PIQ FECAS 4X300G";3366760029260;03366760029260;33366760029261;79994;4;;"Lait ";"Langue de boeuf : Brésil, Uruguay, Argentine";14;1602509500;"Au four à  micro-ondes : Percer l’opercule de quelques trous et faites réchauffer 2min30 à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CABILLAUD RIZ LEG FECAS 4X300G";3366760029239;03366760029239;33366760029230;79995;4;"Ingrédients : Riz basmati cuit 25% (eau, riz), dos de CABILLAUD 26%, sauce tomate 16% (tomate, échalote, jus de citron, huile d’olive vierge extra 1%, sucre, sel, amidon transformé, gélatine de porc, cerfeuil, ciboulette, arôme naturel, poivre), carotte 6%, courgette 6%, oignon préfrit (contient huile de tournesol), poivron rouge 5%, huile de tournesol, olive noire, pulpe d’ail, gélatine de porc, sel, graine de pavot, poivre.";Poisson.;"Filet de cabillaud : Atlantique FAO27
Riz basmati : Asie
";14;1604199200;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850 W.
";118;496;4.8;0.6;11.0;1.6;6.8;0.86
"CABILLAUD RIZ LEG FECAS 4X300G";3366760029239;03366760029239;33366760029230;79995;4;;Poisson.;"Filet de cabillaud : Atlantique FAO27
Riz basmati : Asie
";14;1604199200;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850 W.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"SAUMON EMB PDT FECAS 4X300G";3366760029222;03366760029222;33366760029223;79996;4;"Ingrédients : Embeurrée de pommes de terre 53,3% (pomme de terre 41%, eau, BEURRE 4,2%, LAIT demi-écrémé, sel, amidon transformé de pommes de terre, curcuma), SAUMON 26,7%, sauce à l’oseille 20% (CRÈME fraîche 9%, eau, oseilles 1,6%, vinaigre d’alcool, vin blanc, épinard, farine de BLÉ, sel, gélatine de porc, épaississant : gomme xanthane, poivre, piment fort). ";"Lait, poisson, blé";"Saumon : Europe
Pommes de terre : UE";14;1604110090;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850W.
";143;596;9.4;5.5;7.5;0.0;6.7;0.74
"SAUMON EMB PDT FECAS 4X300G";3366760029222;03366760029222;33366760029223;79996;4;;"Lait, poisson, blé";"Saumon : Europe
Pommes de terre : UE";14;1604110090;"Au four à micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2min30 à 850W.
";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CANNELLONI EPINARD FECAS 4X300G";3366760031218;03366760031218;33366760031219;79997;4;"Cannelloni farci ricotta et épinard 50% [farce 30% (ricotta 10%, épinard 9%, oignon, chapelure (farine de blé, levure, sel), fromages râpés, pulpe d’ail, amidon transformé, sel), pâte 20% (semoule de blé dur, œuf, eau, sel)], sauce tomate 46% [eau, tomate concassée 7% (tomate pelée concassée, purée de tomate), oignon, double concentré de tomate, vin rouge, huile de tournesol, arômes naturels (contient lactose), basilic, sucre, amidon transformé, sel, ail en poudre, épaississant : gomme xanthane], emmental râpé.";"Lait, blé, œuf ";"Pâte : UE
Ricotta : UE
Epinard : UE
";14;1902209990;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"CANNELLONI EPINARD FECAS 4X300G";3366760031218;03366760031218;33366760031219;79997;4;;"Lait, blé, œuf ";"Pâte : UE
Ricotta : UE
Epinard : UE
";14;1902209990;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"DUO TOMATE RIZ FECAS 4X350G";3366760031225;03366760031225;33366760031226;79998;4;"Tomate et courgette farcies 65,7% [farce 27,9% (viande de porc 15%, oignon frit (oignon, huile d’olive, sel, correcteur d’acidité : acide citrique), lait demi-écrémé, crème fraîche, arôme naturel, pulpe d’ail, sel, chapelure (farine de blé, sel), persil, poivre, herbes de Provence), tomate 24,9%, courgette 12,9%], riz assaisonné 20% (riz cuit 18%, riz, huile de tournesol, sel, gélatine de porc, poivre), sauce tomate 13% [concassée de tomate 8% (tomate pelée concassée, purée de tomate), oignon préfrit (oignon, huile de tournesol), double concentré de tomate, vin rouge, huile de tournesol, arômes naturels (contient lactose), gélatine de porc, basilic, sucre, amidon transformé, sel, ail], emmental, paprika demi-doux, colorant : caramel ordinaire, curcuma.";"Lait, blé ";"Tomate : Europe.
Courgette : Europe
Viande de porc : UE 
";14;2005100010;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"DUO TOMATE RIZ FECAS 4X350G";3366760031225;03366760031225;33366760031226;79998;4;;"Lait, blé ";"Tomate : Europe.
Courgette : Europe
Viande de porc : UE 
";14;2005100010;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ENCORNET FARCI RIZ FECAS 4X300G";3366760031232;03366760031232;33366760031233;79999;4;"Encornet farci, sauce tomate à l’huile d’olive vierge extra 1% et riz
Ingrédients : 
Encornet farci 50% [tube d’ENCORNET 26,6% (tube d’ENCORNET, stabilisant : polyphosphates), farce 23,3% (viande de porc 11%, oignon, carotte, champignon de Paris, langue de bœuf 1%,  amidon, pulpe d’ail, persil, sel, poivre)], riz cuit 27%, sauce tomate 20% [concassé de tomate à la purée de tomate 12% (tomate pelée concassée, purée de tomate), double concentrée de tomate, vin blanc, huile d'olive vierge extra 1%, pulpe d’ail, amidons, persil, sel, sucre, oignon en poudre, arôme naturel, piment fort], huile de tournesol, gélatine de porc, sel, poivre.
";Mollusque.;"Encornet : Asie – FAO41
Tomate : UE
Huile d'olive : UE";14;1605540000;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
"ENCORNET FARCI RIZ FECAS 4X300G";3366760031232;03366760031232;33366760031233;79999;4;;Mollusque.;"Encornet : Asie – FAO41
Tomate : UE
Huile d'olive : UE";14;1605540000;"Au four à  micro-ondes : Percer la barquette de quelques trous et faites réchauffer 2 minutes à 850W.";0;0;0.0;0.0;0.0;0.0;0.0;0.00
